"Bus","Direction","coord_x","coord_y","Arret","Code"
"36","Konkel","50.828744","4.407946","Baron de Castro","1810"
"36","Konkel","50.826613","4.411843","Dreve de Nivelles","1811"
"36","Konkel","50.824949","4.414481","Mouettes","1812"
"36","Konkel","50.827185","4.418220","Chant d'Oiseau","1813"
"36","Konkel","0.0","0.0","Ocean Atlantique","1814"
"36","Konkel","50.833278","4.423319","Mostinck","1815"
"36","Konkel","50.834522","4.427014","Chien Vert","1816"
"36","Konkel","0.0","0.0","Woluwe","5505"
"36","Konkel","0.0","0.0","Musee du Tram","5506"
"36","Konkel","50.831355","4.438019","Kelle","1818"
"36","Konkel","50.831502","4.443557","Mertens","1819"
"36","Konkel","50.832914","4.446811","Mareyde","1834"
"36","Konkel","50.831349","4.452485","Rue au Bois","1821"
"36","Konkel","50.828395","4.456118","Manoir d'Anjou","1822"
"36","Konkel","50.825859","4.457146","Vander Meerschen","1823"
"36","Konkel","50.828376","4.463049","Sainte-Alix","1825"
"36","Konkel","50.832598","4.463862","Paddock","1826"
"36","Konkel","50.836926","4.467474","Bouleaux","1835"
"36","Konkel","0.0","0.0","Stockel","1879"
"36","Konkel","50.841322","4.459728","Gersis","1828"
"36","Konkel","50.842242","4.456536","Val des Seigneurs","1829"
"36","Schuman","50.842081","4.450887","Konkel","1830"
"36","Schuman","50.841945","4.456930","Val des Seigneurs","1846"
"36","Schuman","50.841108","4.459907","Gersis","1847"
"36","Schuman","50.823825","4.353143","Stockel","1848"
"36","Schuman","50.836980","4.467214","Bouleaux","1840"
"36","Schuman","50.833162","4.463477","Paddock","1850"
"36","Schuman","50.828542","4.462659","Sainte-Alix","1851"
"36","Schuman","50.825841","4.456976","Vander Meerschen","1852"
"36","Schuman","50.829269","4.455366","Manoir d'Anjou","1853"
"36","Schuman","50.831076","4.452242","Rue au Bois","1854"
"36","Schuman","50.832842","4.446584","Mareyde","1841"
"36","Schuman","50.831564","4.443634","Mertens","1856"
"36","Schuman","50.831400","4.437821","Kelle","1857"
"36","Schuman","0.0","0.0","Woluwe","1858"
"36","Schuman","50.834884","4.429254","Chien Vert","1859"
"36","Schuman","50.833549","4.420338","Jules Cesar","1860"
"36","Schuman","50.830996","4.418354","Ocean Atlantique","1861"
"36","Schuman","50.827961","4.418128","Chant d'Oiseau","1862"
"36","Schuman","50.825020","4.415290","Mouettes","1863"
"36","Schuman","50.826031","4.412728","Dreve de Nivelles","1864"
"36","Schuman","50.828780","4.408268","Baron de Castro","1865"
"36","Schuman","50.832162","4.404083","Boileau","1866"
"36","Schuman","0.0","0.0","Thieffry","1867"
"36","Schuman","50.832883","4.398917","Roi Vainqueur","1868"
"36","Schuman","50.832786","4.395933","Onze Novembre","1869"
"36","Schuman","50.831161","4.389874","La Chasse","1870"
"36","Schuman","0.0","0.0","Louis Hap","1871"
"36","Schuman","0.0","0.0","Leman","1872"
"36","Schuman","50.839106","4.385817","Nerviens","1873"
"36","Schuman","0.0","0.0","Breydel","1417"
"36","Schuman","0.0","0.0","Schuman","3399"
"38","Heros","50.872992","4.376771","Anspach-De Brouckere","1576"
"38","Heros","0.0","0.0","Assaut","1575"
"38","Heros","0.0","0.0","Gare Centrale","3264"
"38","Heros","50.844123","4.359055","Bozar","3502"
"38","Heros","50.842487","4.358970","Royale","3503"
"38","Heros","0.0","0.0","Trone","1130"
"38","Heros","50.839842","4.369371","Science","1729"
"38","Heros","0.0","0.0","Luxembourg","1907"
"38","Heros","0.0","0.0","Parnasse","1908"
"38","Heros","50.832940","4.374842","Blyckaerts","1909"
"38","Heros","50.830855","4.373536","Malibran","1910"
"38","Heros","50.828040","4.371704","Flagey","3122"
"38","Heros","50.825678","4.369486","Biarritz","1903"
"38","Heros","50.823557","4.367669","Vleurgat","1912"
"38","Heros","50.819647","4.366233","Van Eyck","1913"
"38","Heros","50.817394","4.366481","Patton","1914"
"38","Heros","50.815338","4.367106","Bascule","1915"
"38","Heros","50.812034","4.367336","Longchamp","1916"
"38","Heros","50.811096","4.362452","Gossart","1917"
"38","Heros","50.809738","4.365162","Montjoie","1918"
"38","Heros","50.806357","4.366364","Rene Gobert","1919"
"38","Heros","50.803796","4.361786","Floride","1920"
"38","Heros","50.804353","4.356523","Houzeau","1921"
"38","Heros","50.803921","4.349047","Statuaires","1942"
"38","De Brouckere","0.0","0.0","Heros","9024"
"38","De Brouckere","50.803912","4.349486","Statuaires","1943"
"38","De Brouckere","50.804313","4.354864","Zeecrabbe","1968"
"38","De Brouckere","50.804084","4.358041","Houzeau","1969"
"38","De Brouckere","50.803733","4.361942","Floride","1970"
"38","De Brouckere","50.806745","4.366326","Rene Gobert","1971"
"38","De Brouckere","50.810053","4.364538","Montjoie","1972"
"38","De Brouckere","50.811068","4.362587","Gossart","1973"
"38","De Brouckere","50.811977","4.367858","Longchamp","5255"
"38","De Brouckere","50.814988","4.368213","Bascule","5256"
"38","De Brouckere","50.816034","4.366957","Bascule","1975"
"38","De Brouckere","50.821452","4.366581","Van Eyck","1976"
"38","De Brouckere","50.823501","4.367848","Vleurgat","1977"
"38","De Brouckere","50.825853","4.369757","Biarritz","1986"
"38","De Brouckere","50.828273","4.372017","Flagey","6112"
"38","De Brouckere","50.830576","4.373493","Malibran","1980"
"38","De Brouckere","50.833175","4.374767","Blyckaerts","1981"
"38","De Brouckere","0.0","0.0","Parnasse","1982"
"38","De Brouckere","0.0","0.0","Luxembourg","4367"
"38","De Brouckere","50.839925","4.369258","Science","1776"
"38","De Brouckere","0.0","0.0","Trone","1163"
"38","De Brouckere","0.0","0.0","Ducale","1990"
"38","De Brouckere","50.842748","4.358813","Royale","3567"
"38","De Brouckere","0.0","0.0","Bozar","3568"
"38","De Brouckere","0.0","0.0","Gare Centrale","3322"
"38","De Brouckere","0.0","0.0","Arenberg","1502"
"38","De Brouckere","0.0","0.0","De Brouckere","1501"
"41","Heros","50.812231","4.429126","Herrmann-Debroux","2050"
"41","Heros","50.812487","4.428388","Herrmann-Debroux","1754"
"41","Heros","0.0","0.0","Demey","2724"
"41","Heros","50.814222","4.419678","Vignette","4407"
"41","Heros","50.812820","4.417406","Pecheries","4452"
"41","Heros","50.810857","4.418484","Tritomas","4449"
"41","Heros","50.810259","4.416127","Archiducs","4454"
"41","Heros","50.811020","4.411197","Hannetons","4455"
"41","Heros","50.810757","4.407004","Loutrier","4456"
"41","Heros","50.810030","4.403172","Keym","4358"
"41","Heros","50.809788","4.399271","Watermael Gare","2079"
"41","Heros","50.806201","4.400576","Bien-Faire","2107"
"41","Heros","50.803869","4.399600","Dries","2016"
"41","Heros","50.801479","4.396951","Futaie","2018"
"41","Heros","50.801438","4.393009","Boondael Gare","5451"
"41","Heros","0.0","0.0","Sapiniere","2045"
"41","Heros","50.799463","4.379178","Gendarmes","5458"
"41","Heros","0.0","0.0","Montana","2761"
"41","Heros","50.801453","4.373590","Vert Chasseur","2762"
"41","Heros","50.804883","4.368986","Hopital Sainte-Elisabeth","2763"
"41","Heros","50.803796","4.361786","Floride","1920"
"41","Heros","50.804353","4.356523","Houzeau","1921"
"41","Heros","50.803921","4.349047","Statuaires","1942"
"41","Herrmann-Debroux","0.0","0.0","Heros","9024"
"41","Herrmann-Debroux","0.0","0.0","Statuaires","2722"
"41","Herrmann-Debroux","0.0","0.0","Hopital Deux Alice","2712"
"41","Herrmann-Debroux","0.0","0.0","Houzeau","2130"
"41","Herrmann-Debroux","50.803733","4.361942","Floride","1970"
"41","Herrmann-Debroux","50.804785","4.368837","Hopital Sainte-Elisabeth","2714"
"41","Herrmann-Debroux","50.802349","4.372922","Vert Chasseur","2715"
"41","Herrmann-Debroux","0.0","0.0","Montana","2716"
"41","Herrmann-Debroux","50.799430","4.379302","Gendarmes","2721"
"41","Herrmann-Debroux","0.0","0.0","Sapiniere","2731"
"41","Herrmann-Debroux","50.801169","4.393449","Boondael Gare","5416"
"41","Herrmann-Debroux","50.801644","4.396923","Futaie","2074"
"41","Herrmann-Debroux","50.804133","4.400260","Dries","2076"
"41","Herrmann-Debroux","50.806250","4.400630","Bien-Faire","2115"
"41","Herrmann-Debroux","50.809661","4.399387","Watermael Gare","2080"
"41","Herrmann-Debroux","50.809616","4.403442","Keym","4310"
"41","Herrmann-Debroux","50.810748","4.407132","Loutrier","4401"
"41","Herrmann-Debroux","50.810919","4.411512","Hannetons","4402"
"41","Herrmann-Debroux","50.809485","4.416856","Archiducs","4403"
"41","Herrmann-Debroux","50.810940","4.418766","Tritomas","4408"
"41","Herrmann-Debroux","50.813198","4.417236","Pecheries","4405"
"41","Herrmann-Debroux","50.813655","4.419876","Vignette","3549"
"41","Herrmann-Debroux","0.0","0.0","Demey","3548"
"41","Herrmann-Debroux","50.812231","4.429126","Herrmann-Debroux","2050"
"42","Transvaal","50.866116","4.453828","Viaduc E 40","2015"
"42","Transvaal","0.0","0.0","Viaduc E 40","2006"
"42","Transvaal","50.864124","4.456697","Thumas","2029"
"42","Transvaal","50.862491","4.457417","Saint-Antoine","2017"
"42","Transvaal","0.0","0.0","Annecy","2025"
"42","Transvaal","50.856374","4.450134","Lenneke Mare","9851"
"42","Transvaal","0.0","0.0","Hof Ter Musschen","2036"
"42","Transvaal","50.852840","4.452738","UCL Saint-Luc","2069"
"42","Transvaal","50.852563","4.455372","Dunette","2027"
"42","Transvaal","50.854452","4.447756","Hof Ter Musschen","9853"
"42","Transvaal","50.853935","4.443430","Thiry-Woluwe","2028"
"42","Transvaal","50.854908","4.438887","Marcel Thiry","1553"
"42","Transvaal","50.852490","4.437386","Peupliers","1554"
"42","Transvaal","50.851026","4.434771","Charmille","1550"
"42","Transvaal","50.873218","4.376999","Roodebeek","1577"
"42","Transvaal","0.0","0.0","Vellemolen","1305"
"42","Transvaal","0.0","0.0","Debecker","1998"
"42","Transvaal","0.0","0.0","Voot","2003"
"42","Transvaal","0.0","0.0","Fabry","2004"
"42","Transvaal","0.0","0.0","Parc des Sources","2005"
"42","Transvaal","50.774289","4.338893","Woluwe","1817"
"42","Transvaal","0.0","0.0","Empain","2007"
"42","Transvaal","0.0","0.0","Val Duchesse","2008"
"42","Transvaal","50.818551","4.427289","Rond-point du Souverain","2009"
"42","Transvaal","50.824363","4.336042","Auderghem-Shopping","1730"
"42","Transvaal","50.812357","4.429112","Herrmann-Debroux","2046"
"42","Transvaal","0.0","0.0","Schoonejans","1723"
"42","Transvaal","50.809887","4.436147","Sacre Coeur","1724"
"42","Viaduc","50.808245","4.435562","Transvaal","1725"
"42","Viaduc","50.810343","4.435688","Sacre Coeur","1752"
"42","Viaduc","50.811842","4.432488","Schoonejans","1753"
"42","Viaduc","50.812487","4.428388","Herrmann-Debroux","1754"
"42","Viaduc","0.0","0.0","Auderghem-Shopping","2061"
"42","Viaduc","50.818479","4.427715","Rond-point du Souverain","2058"
"42","Viaduc","0.0","0.0","Val Duchesse","2059"
"42","Viaduc","0.0","0.0","Empain","2060"
"42","Viaduc","0.0","0.0","Woluwe","1858"
"42","Viaduc","0.0","0.0","Parc des Sources","2062"
"42","Viaduc","0.0","0.0","Fabry","2063"
"42","Viaduc","0.0","0.0","Voot","2064"
"42","Viaduc","0.0","0.0","Vellemolen","2065"
"42","Viaduc","50.860360","4.355422","Roodebeek","1530"
"42","Viaduc","50.850757","4.434245","Charmille","1540"
"42","Viaduc","50.852894","4.437955","Peupliers","1525"
"42","Viaduc","50.854788","4.440301","Marcel Thiry","1551"
"42","Viaduc","50.854805","4.445186","Thiry-Woluwe","2022"
"42","Viaduc","0.0","0.0","Hof Ter Musschen","2040"
"42","Viaduc","50.852840","4.452738","UCL Saint-Luc","2084"
"42","Viaduc","50.852563","4.455371","Dunette","2085"
"42","Viaduc","50.856481","4.450342","Lenneke Mare","9876"
"42","Viaduc","0.0","0.0","Annecy","2071"
"42","Viaduc","0.0","0.0","Saint-Antoine","2075"
"42","Viaduc","50.864773","4.456784","Thumas","2087"
"43","Vivier d'Oie ","50.803306","4.342621","Heros","1951"
"43","Vivier d'Oie ","0.0","0.0","Globe","1984"
"43","Vivier d'Oie ","0.0","0.0","Rittweger","1926"
"43","Vivier d'Oie ","0.0","0.0","Trois Arbres","1928"
"43","Vivier d'Oie ","0.0","0.0","Uccle Calevoet","5817"
"43","Vivier d'Oie ","50.789477","4.333814","Engeland","1929"
"43","Vivier d'Oie ","50.827432","4.301067","Chateau d'Or","1930"
"43","Vivier d'Oie ","50.784248","4.332705","Bigarreaux","1931"
"43","Vivier d'Oie ","50.781047","4.332395","Griottes","1932"
"43","Vivier d'Oie ","0.0","0.0","Moensberg Station","1933"
"43","Vivier d'Oie ","50.827377","4.301306","Bourdon","1934"
"43","Vivier d'Oie ","50.773299","4.336027","Braves","1935"
"43","Vivier d'Oie ","50.774094","4.338942","Linkebeek Gare","1936"
"43","Vivier d'Oie ","50.776778","4.339069","Hospices","1944"
"43","Vivier d'Oie ","50.779610","4.338295","Homborch","1938"
"43","Vivier d'Oie ","50.782011","4.341228","Gazelle","2099"
"43","Vivier d'Oie ","50.780305","4.349198","Pasteur","2112"
"43","Vivier d'Oie ","50.778337","4.354473","Verrewinkel","2103"
"43","Vivier d'Oie ","50.782621","4.357010","Gui","2104"
"43","Vivier d'Oie ","0.0","0.0","Kauwberg","2113"
"43","Vivier d'Oie ","50.792486","4.359972","De Wansijn","1739"
"43","Vivier d'Oie ","50.824145","4.325624","Place Saint-Job","1740"
"43","Vivier d'Oie ","50.794519","4.366122","Place Saint-Job","2108"
"43","Vivier d'Oie ","0.0","0.0","Vivier d'Oie","2110"
"43","Heros","0.0","0.0","Vivier d'Oie","2109"
"43","Heros","0.0","0.0","Place Saint-Job","2152"
"43","Heros","50.825276","4.339113","Place Saint-Job","1735"
"43","Heros","50.792251","4.359013","De Wansijn","1736"
"43","Heros","0.0","0.0","De Wansijn","2154"
"43","Heros","0.0","0.0","Kauwberg","2114"
"43","Heros","50.782373","4.356859","Gui","2156"
"43","Heros","50.778040","4.354289","Verrewinkel","2157"
"43","Heros","50.780341","4.349113","Pasteur","2161"
"43","Heros","50.782155","4.341157","Gazelle","2167"
"43","Heros","50.779458","4.338791","Homborch","2168"
"43","Heros","0.0","0.0","Biches","2169"
"43","Heros","50.776272","4.342435","Cabris","1953"
"43","Heros","50.774085","4.338772","Linkebeek Gare","1954"
"43","Heros","50.773632","4.335874","Braves","1955"
"43","Heros","0.0","0.0","Bourdon","1956"
"43","Heros","0.0","0.0","Moensberg Station","1957"
"43","Heros","0.0","0.0","Griottes","1958"
"43","Heros","50.784023","4.332988","Bigarreaux","1959"
"43","Heros","50.821478","4.387689","Chateau d'Or","1960"
"43","Heros","0.0","0.0","Engeland","1961"
"43","Heros","50.791242","4.332898","Uccle Calevoet","1962"
"43","Heros","0.0","0.0","Trois Arbres","1995"
"43","Heros","50.797648","4.336207","Rittweger","1964"
"43","Heros","0.0","0.0","Globe","1985"
"43","Heros","50.803542","4.341571","Heros","5058"
"45","Saint-Vincent","0.0","0.0","Roodebeek","1537"
"45","Saint-Vincent","50.850757","4.434245","Charmille","1540"
"45","Saint-Vincent","50.852894","4.437955","Peupliers","1525"
"45","Saint-Vincent","50.855610","4.438959","Marcel Thiry","1531"
"45","Saint-Vincent","0.0","0.0","Tractebel","1532"
"45","Saint-Vincent","50.859190","4.358469","Gulledelle","1536"
"45","Saint-Vincent","50.855498","4.428174","Gulledelle","1533"
"45","Saint-Vincent","50.860617","4.420453","Ciceron","1534"
"45","Saint-Vincent","0.0","0.0","De Lombaerde","1538"
"45","Saint-Vincent","50.859649","4.414209","Paduwa","1535"
"45","Saint-Vincent","50.861276","4.412642","Guillaume","3402"
"45","Saint-Vincent","50.865035","4.408995","Dunant","3403"
"45","Saint-Vincent","50.867930","4.406426","Loisirs","3404"
"45","Saint-Vincent","0.0","0.0","Permeke","3416"
"45","Saint-Vincent","50.871958","4.403830","Hoedemaekers","3306"
"45","Saint-Vincent","50.874341","4.403888","Oud-Kapelleke","3420"
"45","Saint-Vincent","0.0","0.0","Bordet Station","3278"
"45","Saint-Vincent","0.0","0.0","Vandenhoven","3126"
"45","Roodebeek","0.0","0.0","Saint-Vincent","9290"
"45","Roodebeek","50.882205","4.407163","Vandenhoven","3176"
"45","Roodebeek","0.0","0.0","Bordet Station","3205"
"45","Roodebeek","50.874152","4.403007","Oud-Kapelleke","2924"
"45","Roodebeek","50.871770","4.403872","Hoedemaekers","3361"
"45","Roodebeek","0.0","0.0","Permeke","3471"
"45","Roodebeek","50.867930","4.406270","Loisirs","3458"
"45","Roodebeek","50.863443","4.410272","Dunant","3459"
"45","Roodebeek","50.861101","4.412554","Guillaume","3460"
"45","Roodebeek","50.859327","4.415634","Paduwa","3461"
"45","Roodebeek","50.860337","4.421547","Ciceron","3462"
"45","Roodebeek","50.855561","4.428543","Gulledelle","3463"
"45","Roodebeek","50.852420","4.351157","Gulledelle","3465"
"45","Roodebeek","0.0","0.0","Tractebel","3464"
"45","Roodebeek","50.854908","4.438887","Marcel Thiry","1553"
"45","Roodebeek","50.852490","4.437386","Peupliers","1554"
"45","Roodebeek","50.851026","4.434771","Charmille","1550"
"45","Roodebeek","50.873218","4.376999","Roodebeek","1577"
"46","De Brouckere","50.841799","4.286876","Moortebeek","1201"
"46","De Brouckere","50.838025","4.284196","Westland Shopping","1203"
"46","De Brouckere","50.834966","4.280497","Pommier","1487"
"46","De Brouckere","50.833205","4.282502","Sibelius","3752"
"46","De Brouckere","50.829211","4.281613","Neerpede","3751"
"46","De Brouckere","50.829451","4.286071","Vanhellemont","3756"
"46","De Brouckere","50.831225","4.290057","Scherdemael","3755"
"46","De Brouckere","50.833458","4.295192","Hopital Joseph Bracops","2319"
"46","De Brouckere","50.835331","4.299476","De Linde","2518"
"46","De Brouckere","0.0","0.0","Saint-Guidon","2256"
"46","De Brouckere","0.0","0.0","Resistance","2257"
"46","De Brouckere","0.0","0.0","Douvres","6858"
"46","De Brouckere","50.837022","4.318582","Cureghem","2259"
"46","De Brouckere","50.839213","4.323316","Albert I","2260"
"46","De Brouckere","50.841816","4.330106","Clemenceau","2261"
"46","De Brouckere","50.843741","4.335201","Liverpool","2262"
"46","De Brouckere","0.0","0.0","Porte d'Anderlecht","2263"
"46","De Brouckere","50.846737","4.343922","Buanderie","2264"
"46","De Brouckere","0.0","0.0","Bourse","2265"
"46","De Brouckere","0.0","0.0","Parking 58","2253"
"46","Moortebeek","0.0","0.0","De Brouckere","2270"
"46","Moortebeek","50.848383","4.346700","Bourse","2212"
"46","Moortebeek","50.846143","4.342782","Buanderie","2213"
"46","Moortebeek","0.0","0.0","Porte d'Anderlecht","2214"
"46","Moortebeek","50.843561","4.333980","Liverpool","2215"
"46","Moortebeek","50.841816","4.329864","Clemenceau","2216"
"46","Moortebeek","50.839134","4.322911","Albert I","2217"
"46","Moortebeek","50.836803","4.318060","Cureghem","2218"
"46","Moortebeek","0.0","0.0","Douvres","6809"
"46","Moortebeek","0.0","0.0","Resistance","2220"
"46","Moortebeek","0.0","0.0","Saint-Guidon","2535"
"46","Moortebeek","0.0","0.0","Saint-Guidon","2320"
"46","Moortebeek","50.833035","4.302810","Meir","2323"
"46","Moortebeek","50.835428","4.298979","De Linde","2373"
"46","Moortebeek","50.833718","4.295433","Hopital Joseph Bracops","2375"
"46","Moortebeek","50.830981","4.289291","Scherdemael","3713"
"46","Moortebeek","50.829471","4.285828","Vanhellemont","3712"
"46","Moortebeek","50.829351","4.281717","Neerpede","3718"
"46","Moortebeek","50.833404","4.282615","Sibelius","3717"
"46","Moortebeek","50.838385","4.284139","Westland Shopping","1261"
"46","Moortebeek","50.841799","4.286876","Moortebeek","1201"
"47","Vilvorde","0.0","0.0","De Brouckere","2350"
"47","Vilvorde","0.0","0.0","Parking 58","2253"
"47","Vilvorde","0.0","0.0","Beguinage","2267"
"47","Vilvorde","0.0","0.0","Yser","2235"
"47","Vilvorde","50.859189","4.354777","Nicolay","2269"
"47","Vilvorde","50.861783","4.356277","WTC","9026"
"47","Vilvorde","50.864161","4.357517","Glibert","2271"
"47","Vilvorde","0.0","0.0","Destouvelles","2204"
"47","Vilvorde","0.0","0.0","Jules de Trooz","6168"
"47","Vilvorde","0.0","0.0","Mabru","2200"
"47","Vilvorde","0.0","0.0","Quai des Usines","2201"
"47","Vilvorde","0.0","0.0","Van Praet","5770"
"47","Vilvorde","0.0","0.0","Avant-Port","2309"
"47","Vilvorde","0.0","0.0","Heembeek","2310"
"47","Vilvorde","0.0","0.0","Pres Communs","2311"
"47","Vilvorde","0.0","0.0","Zavelput","2312"
"47","Vilvorde","0.0","0.0","Peter Benoit","2313"
"47","Vilvorde","0.0","0.0","Ramier","2314"
"47","Vilvorde","0.0","0.0","Chemin Vert","2315"
"47","Vilvorde","0.0","0.0","Trassersweg","2316"
"47","Vilvorde","0.0","0.0","Antoon van Oss","2317"
"47","Vilvorde","0.0","0.0","Dghr Domaine Militaire","3064"
"47","Vilvorde","0.0","0.0","CRS","2321"
"47","Vilvorde","0.0","0.0","Hopital Militaire","3001"
"47","Vilvorde","0.0","0.0","Hoogveld","9609"
"47","Vilvorde","50.914188","4.398946","VTM","9608"
"47","Vilvorde","50.916874","4.402265","Twee Leeuwenweg","9607"
"47","Vilvorde","50.919385","4.408237","Ennepetal","9631"
"47","Vilvorde","0.0","0.0","Minnemolen","9626"
"47","Vilvorde","0.0","0.0","Vlierkens","9627"
"47","Vilvorde","0.0","0.0","Kerk Vilvoorde","9783"
"47","Vilvorde","0.0","0.0","Heldenplein","9780"
"47","Vilvorde","0.0","0.0","Vilvorde Station","9784"
"47","De Brouckere","0.0","0.0","Vilvorde Station","9784"
"47","De Brouckere","0.0","0.0","Heldenplein","9786"
"47","De Brouckere","0.0","0.0","Kerk Vilvoorde","9787"
"47","De Brouckere","0.0","0.0","Sportcomplex","9788"
"47","De Brouckere","0.0","0.0","Jordaen","9707"
"47","De Brouckere","0.0","0.0","Minnemolen","9605"
"47","De Brouckere","50.919556","4.406551","Ennepetal","9606"
"47","De Brouckere","50.916875","4.402106","Twee Leeuwenweg","9632"
"47","De Brouckere","50.914170","4.397798","VTM","9634"
"47","De Brouckere","0.0","0.0","Hoogveld","9635"
"47","De Brouckere","0.0","0.0","Hopital Militaire","2352"
"47","De Brouckere","0.0","0.0","CRS","2353"
"47","De Brouckere","0.0","0.0","Dghr Domaine Militaire","3002"
"47","De Brouckere","0.0","0.0","Antoon van Oss","2358"
"47","De Brouckere","0.0","0.0","Trassersweg","2359"
"47","De Brouckere","0.0","0.0","Chemin Vert","2360"
"47","De Brouckere","0.0","0.0","Ramier","2361"
"47","De Brouckere","0.0","0.0","Peter Benoit","2362"
"47","De Brouckere","0.0","0.0","Zavelput","2363"
"47","De Brouckere","0.0","0.0","Pres Communs","2364"
"47","De Brouckere","0.0","0.0","Heembeek","2374"
"47","De Brouckere","0.0","0.0","Van Praet","2376"
"47","De Brouckere","0.0","0.0","Quai des Usines","2300"
"47","De Brouckere","0.0","0.0","Mabru","2318"
"47","De Brouckere","0.0","0.0","Jules de Trooz","6103"
"47","De Brouckere","50.868871","4.362104","Masui","6123"
"47","De Brouckere","0.0","0.0","Destouvelles","2203"
"47","De Brouckere","50.864233","4.357417","Glibert","2207"
"47","De Brouckere","50.861751","4.356097","WTC","9025"
"47","De Brouckere","50.858919","4.354478","Nicolay","2209"
"47","De Brouckere","0.0","0.0","Yser","2236"
"47","De Brouckere","0.0","0.0","Beguinage","2211"
"48","Uccle Stalle","0.0","0.0","Bourse","1701"
"48","Uccle Stalle","50.829003","4.362507","Saint-Jean","1702"
"48","Uccle Stalle","0.0","0.0","Grand Sablon","1703"
"48","Uccle Stalle","50.840890","4.350595","Chapelle","1167"
"48","Uccle Stalle","50.837426","4.346872","Jeu de Balle","1168"
"48","Uccle Stalle","50.834403","4.343214","Porte de Hal","1169"
"48","Uccle Stalle","0.0","0.0","Fontainas","2418"
"48","Uccle Stalle","50.830628","4.344210","Parvis de Saint-Gilles","2402"
"48","Uccle Stalle","50.841778","4.358713","Barriere","1218"
"48","Uccle Stalle","50.825323","4.338635","Combaz","2404"
"48","Uccle Stalle","50.824360","4.335499","Rochefort","5115"
"48","Uccle Stalle","50.821348","4.334025","Laine","2407"
"48","Uccle Stalle","50.820882","4.338183","Mont Kemmel","2408"
"48","Uccle Stalle","0.0","0.0","Albert","2957"
"48","Uccle Stalle","50.818572","4.340952","Timmermans","5810"
"48","Uccle Stalle","50.816262","4.339974","Moliere-Longchamp","5811"
"48","Uccle Stalle","50.816239","4.335899","Altitude Cent","2410"
"48","Uccle Stalle","0.0","0.0","Duden","2411"
"48","Uccle Stalle","50.810676","4.329038","Domaine","2412"
"48","Uccle Stalle","0.0","0.0","Forestoise","2413"
"48","Uccle Stalle","50.804317","4.327933","Decroly","2414"
"48","Uccle Stalle","50.802945","4.330492","Aulne","2415"
"48","Uccle Stalle","0.0","0.0","Victor Allard","2416"
"48","Bourse","0.0","0.0","Uccle Stalle","2417"
"48","Bourse","50.800727","4.327285","Victor Allard","2452"
"48","Bourse","50.804626","4.328093","Decroly","2453"
"48","Bourse","0.0","0.0","Forestoise","2454"
"48","Bourse","50.810911","4.329166","Domaine","2455"
"48","Bourse","50.814768","4.332896","Duden","2456"
"48","Bourse","50.816311","4.336160","Altitude Cent","2457"
"48","Bourse","50.816405","4.340144","Moliere-Longchamp","5858"
"48","Bourse","50.818968","4.341236","Timmermans","5859"
"48","Bourse","0.0","0.0","Albert","2934"
"48","Bourse","50.821104","4.337835","Mont Kemmel","2459"
"48","Bourse","50.821061","4.334649","Laine","2460"
"48","Bourse","50.824403","4.336018","Rochefort","2462"
"48","Bourse","50.825317","4.339086","Combaz","2463"
"48","Bourse","0.0","0.0","Barriere","5160"
"48","Bourse","50.830153","4.344556","Parvis de Saint-Gilles","2465"
"48","Bourse","50.832571","4.344302","Porte de Hal","2467"
"48","Bourse","50.834700","4.346152","Hopital Saint-Pierre","1125"
"48","Bourse","50.837424","4.349035","Jeu de Balle","1126"
"48","Bourse","50.841246","4.351814","Chapelle","1127"
"48","Bourse","0.0","0.0","Saint-Jean","1771"
"48","Bourse","0.0","0.0","Plattesteen","1772"
"49","Bockstael","50.836331","4.337828","Gare du Midi","2531"
"49","Bockstael","50.834096","4.335818","Suede","2539"
"49","Bockstael","50.831389","4.332229","Avenue du Roi","2544"
"49","Bockstael","50.827133","4.327205","Orban","2553"
"49","Bockstael","50.824159","4.325394","Wiels","2546"
"49","Bockstael","50.822171","4.321734","Charroi","2551"
"49","Bockstael","50.823497","4.316113","Ile Sainte-Helene","2556"
"49","Bockstael","0.0","0.0","Digue du Canal","2557"
"49","Bockstael","50.827044","4.305009","Van Kalken","2550"
"49","Bockstael","50.828949","4.302693","Aristide Briand","2252"
"49","Bockstael","0.0","0.0","Veeweyde","2580"
"49","Bockstael","50.832176","4.302034","Meir","2254"
"49","Bockstael","0.0","0.0","Saint-Guidon","2256"
"49","Bockstael","0.0","0.0","Maison d'Erasme","2562"
"49","Bockstael","50.839281","4.306877","Beaute","2560"
"49","Bockstael","50.841912","4.303236","Jacob Smits","2561"
"49","Bockstael","50.843753","4.300032","Paulsen","1257"
"49","Bockstael","0.0","0.0","Peterbos","2579"
"49","Bockstael","0.0","0.0","Prince de Liege","2564"
"49","Bockstael","50.851655","4.300702","Machtens","2565"
"49","Bockstael","0.0","0.0","Candries","2566"
"49","Bockstael","50.856901","4.309400","Leroy","2567"
"49","Bockstael","50.858682","4.311784","Cimetiere Molenbeek","2568"
"49","Bockstael","50.862379","4.316595","Bastogne","2569"
"49","Bockstael","50.864784","4.318871","Bossaert-Basilique","2570"
"49","Bockstael","50.868071","4.321206","Riethuisen","2571"
"49","Bockstael","50.869995","4.322582","Simpson","2572"
"49","Bockstael","0.0","0.0","Miroir","2573"
